# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 13:28:02 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
disposition,pl_orbper,pl_rade,pl_insol,pl_eqt,st_teff,st_rad,rastr,ra,decstr,dec
CONFIRMED,2.53707100000,1.62512091,,,5134.00,0.803348,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570
CONFIRMED,2.53704220000,1.64000000,,,4998.00,0.760000,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570
CONFIRMED,2.53712000000,1.71000000,,,,0.837000,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570
CONFIRMED,22.88114500000,1.78000000,,,4998.00,0.760000,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570
CONFIRMED,22.88200000000,1.84000000,,,,0.837000,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570
CONFIRMED,22.88159000000,1.75221592,,,5134.00,0.803348,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570
CONFIRMED,22.88270000000,1.71000000,24.6000,,5413.00,0.860000,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570
CONFIRMED,20.69210000000,2.41000000,17.1000,,5055.00,0.731000,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270
CONFIRMED,20.69150000000,2.10000000,,,,0.640000,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270
CONFIRMED,20.69845300000,2.69000000,,,4775.00,0.730000,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270
CONFIRMED,11.29540000000,2.30000000,38.3000,,5055.00,0.731000,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270
CONFIRMED,11.29665000000,2.08000000,,,,0.640000,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270
CONFIRMED,11.29515800000,2.47000000,,,4775.00,0.730000,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270
CONFIRMED,30.93490000000,2.50000000,28.6000,,5767.00,1.010000,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418
CONFIRMED,30.94030000000,2.44000000,,,,0.864900,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418
CONFIRMED,30.94464800000,3.06000000,,,5710.00,0.960000,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418
CONFIRMED,30.94459300000,2.31215242,,,5617.00,0.863020,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418
CONFIRMED,30.94191000000,2.50000000,,615.00,5850.00,0.960000,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418
CONFIRMED,3.00260000000,,,,5630.00,1.454790,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044
CONFIRMED,3.00262150000,14.06720000,4289.2700,2254.00,5630.00,1.450000,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044
CONFIRMED,3.00234671000,,,,5630.00,1.454790,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044
CONFIRMED,3.00263760000,6.45000000,,,5425.00,0.860000,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044
CONFIRMED,3.00262700000,9.90000000,1212.0000,,5749.00,1.470000,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044
CONFIRMED,3.00265400000,10.45000000,,,,1.525000,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044
CONFIRMED,3.00265000000,7.65574700,,1400.00,5500.00,1.120000,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044
CONFIRMED,2.57341300000,1.93284331,,,5761.00,1.015751,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447
CONFIRMED,2.57353520000,1.94000000,,,5680.00,0.950000,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447
CONFIRMED,2.57336000000,1.92000000,730.0000,1325.00,5748.00,0.995000,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447
CONFIRMED,2.57275378000,,,,5718.00,1.001250,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447
CONFIRMED,2.57302000000,2.48000000,1686.0000,,6293.00,1.360000,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447
CONFIRMED,2.57333000000,2.03000000,,,,1.046000,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447
CONFIRMED,6.67199000000,2.02000000,46.7000,666.00,4455.00,0.696000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,6.67176860000,2.18000000,,,4500.00,0.690000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,6.67010938000,,,,4555.00,0.695645,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,6.67177400000,1.92561267,,,4636.00,0.647947,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,6.67196000000,1.69700000,,,,0.577000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,6.67202000000,2.14000000,66.0000,,4880.00,0.730000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,16.19803000000,1.73000000,,,,0.577000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,16.19660000000,2.14000000,20.5000,,4880.00,0.730000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,16.19718900000,2.11000000,,,4500.00,0.690000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,16.19720100000,1.89069587,,,4636.00,0.647947,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,16.19697000000,1.99000000,14.3000,495.00,4455.00,0.696000,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776
CONFIRMED,20.26530000000,2.89000000,,,,1.269000,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429
CONFIRMED,20.25700000000,3.22000000,188.0000,,6771.00,1.630000,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429
CONFIRMED,20.25820900000,2.08000000,,,5686.00,0.950000,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429
CONFIRMED,25.45560000000,3.90000000,139.0000,,6771.00,1.630000,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429
CONFIRMED,25.45781500000,2.99000000,,,5686.00,0.950000,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429
CONFIRMED,25.45690000000,3.66000000,,,,1.269000,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429
CONFIRMED,6.53147301000,,,,5391.00,0.875405,22h09m39.32s,332.4138478,-11d25m43.21s,-11.4286687
CONFIRMED,6.53111780000,2.85000000,,,5313.00,0.820000,22h09m39.32s,332.4138478,-11d25m43.21s,-11.4286687
CONFIRMED,6.53142000000,2.79000000,,,,0.867000,22h09m39.32s,332.4138478,-11d25m43.21s,-11.4286687
CONFIRMED,6.53044000000,2.07000000,98.0000,,5312.00,0.726000,22h09m39.32s,332.4138478,-11d25m43.21s,-11.4286687
CONFIRMED,12.64781500000,1.38162499,,,4799.00,0.668753,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373
CONFIRMED,12.64655000000,1.47000000,,,,0.722000,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373
CONFIRMED,12.65309622000,,,,,,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373
CONFIRMED,12.64750000000,1.58000000,45.0000,,5213.00,0.840000,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373
CONFIRMED,12.64784900000,1.65000000,,,4711.00,0.720000,22h12m51.00s,333.2125206,-10d55m34.09s,-10.9261373
CONFIRMED,5.06939000000,2.75000000,980.0000,1427.00,5865.00,1.790000,22h06m06.40s,331.5266563,-10d42m41.53s,-10.7115362
CONFIRMED,5.06892320000,2.93000000,,,6490.00,1.590000,22h06m06.40s,331.5266563,-10d42m41.53s,-10.7115362
CONFIRMED,5.06963000000,2.49000000,840.0000,1372.00,5887.00,1.670000,22h06m06.40s,331.5266563,-10d42m41.53s,-10.7115362
CONFIRMED,5.06965000000,2.49000000,897.0000,,5958.00,1.710000,22h06m06.40s,331.5266563,-10d42m41.53s,-10.7115362
REFUTED,24.38724000000,17.40000000,,,,,22h14m25.52s,333.6063167,-10d39m10.05s,-10.6527924
REFUTED,24.39499240000,,,,6059.00,1.539450,22h14m25.52s,333.6063167,-10d39m10.05s,-10.6527924
REFUTED,24.38752000000,22.40000000,,,,1.430000,22h14m25.52s,333.6063167,-10d39m10.05s,-10.6527924
REFUTED,24.38720000000,,,,6059.00,1.539450,22h14m25.52s,333.6063167,-10d39m10.05s,-10.6527924
REFUTED,24.38740700000,18.30000000,,,5931.00,1.090000,22h14m25.52s,333.6063167,-10d39m10.05s,-10.6527924
CONFIRMED,8.05423000000,1.73000000,,,,0.655000,22h16m04.69s,334.0195539,-10d34m02.51s,-10.5673649
CONFIRMED,8.05478700000,1.82830556,,,4893.00,0.702294,22h16m04.69s,334.0195539,-10d34m02.51s,-10.5673649
CONFIRMED,8.05493210000,2.01000000,,,4720.00,0.720000,22h16m04.69s,334.0195539,-10d34m02.51s,-10.5673649
CONFIRMED,8.05428000000,1.58000000,41.0000,,4746.00,0.675000,22h16m04.69s,334.0195539,-10d34m02.51s,-10.5673649
CONFIRMED,7.06599000000,2.32000000,17.9000,,4127.00,0.491000,22h23m02.32s,335.7596816,-10d29m19.25s,-10.4886817
CONFIRMED,7.06500000000,2.40000000,,,,0.491000,22h23m02.32s,335.7596816,-10d29m19.25s,-10.4886817
CONFIRMED,7.06588740000,3.07000000,,,4059.00,0.610000,22h23m02.32s,335.7596816,-10d29m19.25s,-10.4886817
CONFIRMED,28.67770000000,4.12000000,125.0000,,5715.00,2.130000,11h08m22.50s,167.0937488,-01d03m57.08s,-1.0658550
CONFIRMED,28.69110000000,4.30000000,,,,1.597000,11h08m22.50s,167.0937488,-01d03m57.08s,-1.0658550
CONFIRMED,28.67810000000,4.03523305,,786.00,5700.00,1.533000,11h08m22.50s,167.0937488,-01d03m57.08s,-1.0658550
CONFIRMED,28.67992000000,2.67000000,,651.00,5772.00,0.960000,11h08m22.50s,167.0937488,-01d03m57.08s,-1.0658550
CONFIRMED,13.97851800000,2.75039475,,,5131.00,0.798574,22h33m54.22s,338.4759328,-10d05m05.97s,-10.0849917
CONFIRMED,13.97820000000,2.69000000,,,,0.783000,22h33m54.22s,338.4759328,-10d05m05.97s,-10.0849917
CONFIRMED,13.98746633000,,,,5064.00,0.792485,22h33m54.22s,338.4759328,-10d05m05.97s,-10.0849917
CONFIRMED,13.97876000000,2.77000000,,,5026.00,0.770000,22h33m54.22s,338.4759328,-10d05m05.97s,-10.0849917
CONFIRMED,13.97896000000,2.89000000,62.0000,,5622.00,0.930000,22h33m54.22s,338.4759328,-10d05m05.97s,-10.0849917
CONFIRMED,6.98627940000,3.32000000,,,3891.00,0.570000,22h46m53.97s,341.7248656,-09d52m53.80s,-9.8816109
CONFIRMED,6.98541000000,2.15000000,13.4000,,4006.00,0.426000,22h46m53.97s,341.7248656,-09d52m53.80s,-9.8816109
CONFIRMED,5.57739000000,0.75000000,5.4000,,3497.00,0.232000,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,5.57721200000,1.08000000,8.5000,,3360.47,0.330989,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,5.57731470000,1.54000000,,,3563.00,0.430000,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,15.18903400000,1.16000000,2.2000,,3360.47,0.330989,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,15.18710000000,0.86000000,1.4100,,3497.00,0.232000,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,7.76017800000,1.01000000,5.4000,,3360.47,0.330989,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,7.75990000000,0.73000000,3.5000,,3497.00,0.232000,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,24.16690000000,0.82000000,0.7600,,3497.00,0.232000,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,24.15886800000,1.29000000,1.2000,,3360.47,0.330989,22h18m29.46s,334.6227504,-09d36m43.23s,-9.6120084
CONFIRMED,7.49569000000,2.71000000,,,,1.079000,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881
CONFIRMED,7.49569200000,2.62539115,,,5844.00,1.051008,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881
CONFIRMED,7.49566130000,4.74000000,,,6634.00,1.770000,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881
CONFIRMED,7.49491004000,,,,5865.00,1.057210,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881
CONFIRMED,7.49500000000,,,,5865.00,1.057210,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881
CONFIRMED,7.49543000000,2.45000000,213.0000,,5922.00,1.060000,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881
CONFIRMED,7.49556000000,2.58000000,209.0000,968.00,5867.00,1.058000,22h20m06.16s,335.0256620,-09d03m21.92s,-9.0560881
CONFIRMED,19.56555700000,2.95906745,,,5929.00,1.086156,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697
CONFIRMED,19.56508600000,2.94000000,,,5804.00,1.010000,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697
CONFIRMED,19.56880000000,3.66000000,,,,1.047000,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697
CONFIRMED,19.56660000000,2.31000000,59.1000,,6060.00,0.980000,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697
CONFIRMED,7.81420000000,2.67000000,430.0000,,5995.00,1.560000,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
CONFIRMED,7.81794900000,2.54862479,,,6022.00,1.238022,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
CONFIRMED,7.81751000000,3.08000000,,,,1.492000,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
CONFIRMED,7.81733990000,2.16000000,,,5800.00,1.010000,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
CONFIRMED,18.28900000000,3.16000000,,,,1.492000,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
CONFIRMED,18.28606900000,2.62624197,,,6022.00,1.238022,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
CONFIRMED,18.28325700000,2.31000000,,,5800.00,1.010000,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
CONFIRMED,18.31100000000,2.77000000,138.0000,,5995.00,1.560000,22h35m22.78s,338.8448960,-07d28m11.62s,-7.4698950
REFUTED,11.98934000000,14.77000000,,,,1.726000,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177
REFUTED,11.98968600000,9.01000000,,,5700.00,0.960000,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177
REFUTED,23.97260000000,11.10000000,,,,,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177
REFUTED,11.99899626000,,,,5759.00,1.574420,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177
REFUTED,11.98970000000,,,,5759.00,1.574420,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177
CONFIRMED,8.19979600000,2.30000000,58.0000,,4970.00,0.760000,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480
CONFIRMED,8.20075000000,2.47000000,83.0000,,5297.00,0.830000,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480
CONFIRMED,8.20023000000,2.53000000,,,,0.782000,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480
CONFIRMED,8.20008440000,2.49960270,,806.00,5160.00,0.792000,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480
CONFIRMED,8.19981400000,2.49801045,,,5070.00,0.783982,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480
CONFIRMED,8.20080000000,,,,4865.60,0.793476,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480
CONFIRMED,8.20008746059,2.79975419,58.2025,704.46,4865.60,0.793476,03h40m54.85s,55.2285210,+12d34m20.81s,12.5724480
REFUTED,2.29016000000,1.42000000,,,,,03h48m54.13s,57.2255456,+13d28m59.30s,13.4831393
REFUTED,2.29418500000,1.95611000,304.4789,1065.39,5062.00,0.707445,03h48m54.13s,57.2255456,+13d28m59.30s,13.4831393
CONFIRMED,10.99394800000,3.14685573,,,5839.00,1.038427,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871
CONFIRMED,10.99470000000,4.09000000,181.0000,1022.00,5897.00,1.265000,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871
CONFIRMED,10.99497000000,3.99000000,174.0000,925.00,5853.00,1.247000,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871
CONFIRMED,21.99036193738,4.60346552,56.4701,699.16,5294.00,1.334170,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871
CONFIRMED,10.99474800000,4.05000000,,,5926.00,1.247000,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871
CONFIRMED,10.99501000000,4.55000000,,,,1.370400,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871
CONFIRMED,10.99573000000,3.69000000,186.0000,,5926.00,1.280000,03h41m01.42s,55.2559307,+13d31m09.07s,13.5191871
CONFIRMED,10.35350000000,3.32000000,52.0000,,5147.00,0.800000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,10.35326300000,3.09000000,,,4797.00,0.730000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,10.35848367000,,,,4779.00,0.771581,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,10.35176000000,2.97000000,,691.00,4890.00,0.740000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,10.35239000000,3.58000000,37.7000,631.00,4870.00,0.740000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,10.35160000000,2.86000000,,,,0.712000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,5.06390640000,2.46000000,,,4797.00,0.730000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,5.06468000000,2.31000000,,877.00,,,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,5.06347000000,2.32000000,,,,0.712000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,5.06416000000,2.41000000,97.8000,801.00,4870.00,0.740000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,5.06408000000,2.44000000,135.0000,,5147.00,0.800000,11h19m10.44s,169.7935178,-00d17m03.98s,-0.2844389
CONFIRMED,19.09120000000,2.03000000,,,,0.785000,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,19.09995000000,2.11327433,,,5377.00,0.841458,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,19.09180000000,2.01000000,32.5000,,5441.00,0.870000,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,5.60530900000,1.48914397,,,5377.00,0.841458,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,5.60500000000,1.47000000,166.0000,,5441.00,0.870000,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,5.60473000000,1.41000000,,,,0.785000,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,28.88190000000,2.39000000,,,,0.785000,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,28.86725300000,2.55211506,,,5377.00,0.841458,03h56m09.00s,59.0374860,+13d33m32.50s,13.5590288
CONFIRMED,6.10099028000,,,,4784.00,0.756173,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556
CONFIRMED,6.10241000000,2.38000000,,,,0.702000,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556
CONFIRMED,6.10224000000,1.82000000,44.0000,,4530.00,0.631000,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556
CONFIRMED,6.10232500000,1.97000000,62.9000,,4674.13,0.634663,03h49m56.51s,57.4854562,+14d30m07.40s,14.5020556
REFUTED,7.19583400000,2.60000000,,,,,03h54m03.57s,58.5148951,+15d08m13.62s,15.1371158
CONFIRMED,2.74722700000,1.71000000,38.8000,,3875.75,0.547001,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994
CONFIRMED,2.74697000000,1.24400000,41.5000,,3910.00,0.424000,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994
CONFIRMED,2.74712800000,1.36000000,,,,0.424000,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994
CONFIRMED,10.00102551000,,,,3848.00,0.562821,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994
CONFIRMED,9.99791000000,1.70000000,,,,0.424000,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994
CONFIRMED,9.99767000000,1.48300000,7.4200,,3910.00,0.424000,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994
CONFIRMED,9.99744200000,2.11000000,6.9000,,3875.75,0.547001,03h59m36.33s,59.9013782,+15d33m31.68s,15.5587994
CONFIRMED,6.42150000000,2.41000000,178.0000,,5652.00,0.930000,03h43m14.25s,55.8093566,+16d38m03.98s,16.6344396
CONFIRMED,6.42149000000,2.51000000,,,,0.836000,03h43m14.25s,55.8093566,+16d38m03.98s,16.6344396
CONFIRMED,27.86000000000,2.03000000,25.3000,,5652.00,0.930000,03h43m14.25s,55.8093566,+16d38m03.98s,16.6344396
CONFIRMED,27.85220000000,2.16000000,,,,0.836000,03h43m14.25s,55.8093566,+16d38m03.98s,16.6344396
CONFIRMED,0.68454100000,1.36000000,,,,0.671000,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,0.68453300000,1.01000000,479.0000,,4268.00,0.507000,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,0.68455900000,1.20000000,,,4427.00,0.680000,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,0.68458757000,,,,4222.00,0.734112,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,0.68455700000,1.37000000,1069.1000,,4376.21,0.675849,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,0.68457500000,1.40000000,,,4462.00,0.710000,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,0.68455300000,1.27572042,,,4441.00,0.646851,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,0.68453862616,1.40000000,800.0000,1355.00,4232.00,0.710000,03h57m51.56s,59.4648290,+18d27m53.82s,18.4649505
CONFIRMED,8.77586400000,1.97521161,,,5129.00,0.721964,03h26m12.75s,51.5531053,+18d38m08.06s,18.6355718
CONFIRMED,8.77683000000,1.96000000,78.0000,,5482.00,0.760000,03h26m12.75s,51.5531053,+18d38m08.06s,18.6355718
CONFIRMED,8.77709000000,5.10000000,,,,0.800000,03h26m12.75s,51.5531053,+18d38m08.06s,18.6355718
CONFIRMED,9.72664000000,8.42000000,,,,1.508000,04h24m56.73s,66.2363638,+18d49m38.50s,18.8273617
CONFIRMED,9.72661800000,7.60000000,,979.00,5747.00,1.401000,04h24m56.73s,66.2363638,+18d49m38.50s,18.8273617
CONFIRMED,9.72739000000,4.60000000,85.0000,,5406.00,0.930000,04h24m56.73s,66.2363638,+18d49m38.50s,18.8273617
CONFIRMED,9.72665000000,7.23871000,361.7390,1214.00,5583.60,1.450000,04h24m56.73s,66.2363638,+18d49m38.50s,18.8273617
CONFIRMED,4.61228000000,2.30000000,16.4000,,3624.15,0.459539,03h39m00.35s,54.7514566,+19d07m11.88s,19.1199667
CONFIRMED,4.61244000000,1.27000000,,,,0.256000,03h39m00.35s,54.7514566,+19d07m11.88s,19.1199667
CONFIRMED,4.61220000000,1.23000000,7.8000,,3537.00,0.256000,03h39m00.35s,54.7514566,+19d07m11.88s,19.1199667
CONFIRMED,1.09596200000,0.61700000,,,,0.318000,03h48m16.11s,57.0671234,+20d27m34.16s,20.4594885
CONFIRMED,1.09602600000,0.61500000,78.0000,,3691.00,0.318000,03h48m16.11s,57.0671234,+20d27m34.16s,20.4594885
CONFIRMED,1.09597900000,1.08000000,144.4000,,3677.00,0.535057,03h48m16.11s,57.0671234,+20d27m34.16s,20.4594885
CONFIRMED,18.44740000000,5.60000000,4.4000,,4052.00,0.468000,11h45m03.29s,176.2637240,+00d00m19.47s,0.0054085
CONFIRMED,18.44883000000,1.60000000,,284.00,3468.00,0.250000,11h45m03.29s,176.2637240,+00d00m19.47s,0.0054085
CONFIRMED,18.44865300000,3.33000000,,,3765.00,0.520000,11h45m03.29s,176.2637240,+00d00m19.47s,0.0054085
CONFIRMED,18.44951000000,3.09000000,,,,0.468000,11h45m03.29s,176.2637240,+00d00m19.47s,0.0054085
CONFIRMED,18.44980000000,2.25000000,1.3600,314.00,3390.00,0.310000,11h45m03.29s,176.2637240,+00d00m19.47s,0.0054085
CONFIRMED,13.71468745000,,,,4133.13,0.650887,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,13.73490700000,2.53000000,10.2000,,4421.98,0.634754,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,13.73110000000,2.04000000,7.5000,,4136.00,0.494000,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,13.73331400000,2.60000000,,502.00,4484.00,0.619000,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,13.73288000000,2.64000000,,,,0.646000,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,2.90022000000,1.36000000,,,,0.646000,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,2.90070600000,1.30000000,80.8000,,4421.98,0.634754,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,2.90032000000,1.02000000,59.0000,,4136.00,0.494000,03h56m36.66s,59.1527391,+22d28m20.83s,22.4724517
CONFIRMED,1.41929871000,,,,3326.00,0.361559,04h12m52.38s,63.2182348,+24d12m17.00s,24.2047218
CONFIRMED,1.41960400000,1.22000000,56.1000,,3488.90,0.320670,04h12m52.38s,63.2182348,+24d12m17.00s,24.2047218
CONFIRMED,1.41971400000,1.18000000,,,,0.284000,04h12m52.38s,63.2182348,+24d12m17.00s,24.2047218
CONFIRMED,1.41954900000,1.10000000,46.0000,,3622.00,0.284000,04h12m52.38s,63.2182348,+24d12m17.00s,24.2047218
REFUTED,0.70181800000,2.56000000,,,,,04h00m16.77s,60.0698588,+25d28m47.60s,25.4798898
CONFIRMED,10.13401600000,3.88000000,,383.00,3548.00,0.420000,08h37m27.02s,129.3625717,+18d58m35.83s,18.9766197
CONFIRMED,10.13389000000,3.47000000,,,3471.00,0.402000,08h37m27.02s,129.3625717,+18d58m35.83s,18.9766197
