# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:53:21 2025
#
# User preference: *
#
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
#
tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_eqt,pl_insol,st_teff,st_rad,ra,dec
PC,3.5245689,3.1500240,20956.9478296,17.3489851,1354.7002867,795.9648554,6203.0000000,1.1772400,105.0097640,11.0454770
FP,15.1771428,4.5560000,538.0000000,2.8024900,913.0000000,115.5790000,6200.0000000,1.3600000,147.2215650,8.9740370
KP,33.5920255,6.3850000,3352.0000000,9.8842100,949.0000000,134.8830000,5468.0000000,0.9100000,164.1893860,9.6739460
FP,2.0990769,2.3430000,501.0000000,4.1379700,2423.0000000,5728.0800000,8853.0000000,2.0000000,106.4867510,11.7724390
PC,13.5853161,5.2710000,850.0000000,3.8251300,986.0000000,156.9280000,5854.0000000,1.4300000,163.0250600,10.7946720
FP,6.8787507,2.5990000,359.0000000,3.4580100,1125.0000000,266.7800000,6636.0000000,1.9800000,110.1942740,-55.3795310
PC,14.9166631,3.7090000,659.0000000,1.9205300,838.0000000,81.9483000,5434.0000000,0.8100000,117.0706560,30.1844450
PC,1.9769396,3.0210000,11495.0000000,15.8982000,1976.0000000,2535.5500000,6440.5000000,1.6500000,56.2284200,45.5079760
FP,0.5666806,0.7220000,1530.0000000,8.0461100,1610.0000000,1116.1700000,5517.0000000,1.6500000,254.2420450,-68.7098460
CP,,3.9569972,1196.0597801,3.8324012,823.3757159,108.6208553,5657.0000000,1.0999300,310.2917000,3.6382970
PC,14.4217699,2.3406411,2348.4565800,9.4489967,1061.4035157,299.9460099,6026.9400000,1.9191700,193.0087930,26.6739510
PC,11.6515287,4.1130736,15415.7300300,11.0647635,710.3581928,60.1770060,5335.0000000,0.8912470,207.4883690,66.7737690
PC,4.8003341,1.9999398,6286.5016158,5.5672157,773.4186722,84.5628503,4664.5900000,0.7116300,183.6089780,5.2980300
PC,6.5883481,5.3652099,5547.4045934,9.5170822,897.9706432,153.6630881,6186.7000000,1.2490100,184.0838370,39.1498530
PC,19.9253903,7.1580751,4510.2840364,10.8355197,882.8924951,143.5992933,6213.0000000,1.5843700,12.9724000,57.3642370
PC,10.5465818,3.4172956,26790.7015542,18.8533824,857.6355078,127.8592096,5726.0000000,1.0922101,199.4845520,16.4180070
FP,1.6640200,3.3970000,7964.4500000,7.6544300,2694.0000000,8754.7300000,4841.3000000,0.7800000,147.0055910,-48.3207510
PC,,8.8064896,1970.1779923,6.5779189,230.5689844,0.6679202,5964.0000000,1.2625200,139.2311230,-20.6762340
PC,8.3106603,1.6506686,9717.1934198,8.1090160,790.0226507,92.0617390,5675.0000000,0.8023010,185.2059420,53.1608170
PC,17.8961832,5.8302347,6620.0097774,11.0501866,789.0006014,91.5862630,5767.3300000,1.3005300,178.3693560,47.9714710
PC,,13.4131846,1002.2730453,8.5614402,1110.1340849,358.9407373,6140.0000000,2.5072899,2.8927230,4.7672120
CP,3.3706303,1.5183944,166589.9107386,9.3830336,409.0887836,6.6189834,3133.0000000,0.2221210,173.4691420,12.4510910
FP,7.0469712,2.5510000,1020.0000000,3.7707600,,125.3160000,5940.0000000,1.2000000,344.8350290,52.0667990
PC,19.7357748,4.9695046,1136.7557914,3.5822698,699.2880486,56.5126178,5985.0000000,1.0350100,358.0059050,-9.3495380
PC,8.3301740,3.7768040,8477.6052879,13.5233600,1049.1899067,286.3765268,5858.0000000,1.3273000,339.0775920,-46.3128010
PC,18.1070683,3.4544369,1920.6396242,3.3584758,429.6673243,8.0547175,4024.0000000,0.6778050,333.1558460,-24.2095350
PC,2.8625937,2.6639389,150.7007612,1.1780056,1184.8768866,465.8154756,5503.0000000,0.9304780,326.3814040,-51.5647850
FP,3.6437600,3.3800000,3632.9100000,,1887.0000000,2107.8800000,5463.2000000,,149.2258070,-33.7993970
PC,13.9223368,3.0897341,551.9568212,1.7196615,533.6066406,19.1604588,4468.0000000,0.7370840,76.8187600,-73.2458570
PC,3.2727859,1.7034150,450.9235482,1.4541092,846.5974227,121.4028186,4550.0000000,0.6878800,9.8665580,-80.5693210
PC,36.4358589,9.2522534,384.0441817,2.8743721,704.7212129,58.2895066,6597.0000000,1.4042600,102.5042720,-60.2486780
APC,4.9676784,0.9269660,540.7934769,3.8407588,1506.2320337,1216.4339161,6971.2000000,1.5750600,352.7564210,-19.4899290
PC,16.8267434,2.4103679,1999.9128429,2.9646311,417.8345932,7.2034173,3944.0000000,0.6289840,312.3592360,-57.4800620
PC,1083.5575987,8.3500813,2930.0714108,13.8558129,287.5311275,1.6153271,6002.0000000,2.5210500,300.5596210,-39.5065720
PC,3.4770171,2.5101218,19986.4253524,11.8571021,1017.2589369,253.0737249,5225.9100000,0.8412700,129.1783950,19.1738010
PC,3.3795099,2.7055281,18575.2343451,10.8621720,998.6004687,235.0109316,5203.0000000,0.7994650,245.5546700,63.7175800
PC,3.7120776,3.0734816,1532.3995669,5.1182100,1281.3589533,637.0950531,5501.0900000,1.2926800,95.6896860,36.5981030
PC,4.4284676,2.4495032,11582.5189831,7.9762130,662.5394963,45.5373857,3893.0000000,0.6801980,104.8713260,51.0458270
FP,6.9055908,1.7156097,803.7956840,3.3369764,928.7406881,,5846.0000000,,99.9538120,-42.0451990
PC,2.5139302,2.9912384,12564.1964526,12.9860395,1361.8526381,812.9081310,5585.0000000,1.1018500,271.5113070,78.0616270
PC,16.2520546,8.6470000,220.0000000,2.9719000,1294.0000000,465.9140000,6696.0000000,2.2400000,43.3508990,83.5106200
PC,7.6377900,2.2510000,318.0000000,2.2275100,847.0000000,85.4903000,5924.0000000,1.3100000,83.1451900,36.1123030
PC,0.5843146,0.5550000,1043.0000000,5.7174800,2040.0000000,2879.9200000,6870.8000000,1.4600000,74.0864360,38.6695370
PC,9.3079811,3.2350000,6907.0000000,18.2250000,1249.0000000,404.6410000,6076.4000000,1.1000000,108.6538710,21.4038600
PC,2.4915545,1.2000000,667.0000000,5.4681100,1627.0000000,1164.5100000,8013.0000000,1.9800000,78.3324350,31.3758290
PC,3.9155539,3.7200000,12003.0000000,16.5322000,1520.0000000,887.7120000,6285.0000000,1.6200000,108.3820770,9.6394570
PC,9.7716812,5.2810000,4411.0000000,9.1293300,1221.0000000,370.0950000,6518.8000000,1.4700000,80.7016070,12.2891960
PC,14.2308461,5.8350000,4278.0000000,9.7586900,974.0000000,149.4410000,5787.9000000,1.7700000,64.9697370,10.4693850
APC,0.7603078,0.3630000,5657.0000000,14.9311000,918.0000000,118.3650000,4069.0000000,0.7200000,75.4083170,22.8904470
FA,1.0360400,1.8550000,250.0000000,3.5276100,3365.0000000,21307.5000000,9622.0000000,2.7400000,118.0042290,10.2492880
FP,3.6688102,2.1510000,8447.0000000,9.8597300,1125.0000000,265.9320000,5821.5000000,1.1200000,95.8625820,25.5432910
FP,25.7142530,6.3730000,33131.0000000,15.8297000,722.0000000,45.1202000,5677.8000000,0.8600000,65.8395260,24.8973150
PC,5.0989519,2.1180000,4236.0000000,7.7416200,1045.0000000,198.0380000,6305.0000000,1.2400000,88.2525510,19.2882310
PC,6.7274903,2.9440000,15103.0000000,11.3939000,935.0000000,127.4110000,5221.4000000,0.9400000,147.0843950,8.0554860
PC,91.9283414,4.3430000,7033.0000000,9.2203300,335.0000000,2.0915300,6118.4000000,1.1300000,88.6866240,17.2125150
PC,5.9785287,2.4810000,59578.0000000,13.9371000,553.0000000,15.6338000,3674.0000000,0.5900000,101.9887600,22.9352090
PC,8.2864221,5.8590000,3916.0000000,9.7756700,1220.0000000,368.2050000,5643.0000000,1.7600000,87.3242200,28.3691980
PC,4.3427321,1.2300000,7461.0000000,13.7163000,755.0000000,53.9765000,5737.3000000,1.1200000,120.6902400,21.6596860
PC,3.8978437,3.5230000,14344.0000000,13.8047000,1474.0000000,785.0260000,6280.0000000,1.2400000,92.3432120,23.7918310
PC,719.5740937,2.9420000,19525.0000000,10.9394000,74.0000000,0.0051995,4854.0000000,0.7800000,175.5788070,-0.6993360
FA,,4.0290000,9640.0000000,17.7255000,,,4654.2000000,0.7200000,124.2749020,8.2488190
PC,7.2218817,2.1160000,8080.0000000,13.5058000,1032.0000000,188.7680000,6172.8000000,1.1500000,111.7644980,26.9283410
PC,2.2183625,2.7730000,4409.0000000,11.9385000,1784.0000000,1682.8000000,6307.0000000,1.8900000,98.8406430,15.1834220
PC,8.9533044,5.7470000,6349.0000000,11.7455000,1336.0000000,530.4490000,5808.0000000,1.4600000,158.1586320,12.6785950
PC,9.7654820,5.0100000,2552.0000000,12.1312000,1141.0000000,281.8100000,5887.0000000,2.3500000,177.7604070,-0.6746830
PC,2.8398671,3.0910000,8268.0000000,13.7553000,1552.0000000,964.8120000,5954.0000000,1.4800000,84.1794640,23.9023450
PC,1.7630340,1.8490000,21098.0000000,9.5564900,999.0000000,165.3660000,3958.0000000,0.6700000,114.8713250,9.2360810
PC,10.2985660,2.0220000,4219.0000000,4.0083900,486.0000000,9.3210900,4201.6000000,0.6700000,117.9905080,18.1263860
PC,1.3809769,1.2290000,927.0000000,5.7335400,1799.0000000,1739.3900000,7445.4000000,1.5300000,93.2400350,11.9926400
PC,4.8789974,6.1120000,4762.0000000,15.3642000,1989.0000000,2600.1200000,6473.0000000,2.4600000,88.4415600,18.4787480
PC,1.9207699,1.4480000,8247.0000000,13.6773000,1512.0000000,868.0380000,6039.4000000,1.3800000,89.3722270,17.7724530
FP,48.0511988,4.3070574,14503.3604877,12.8456117,479.8250298,12.5271592,5354.9600000,1.0417000,77.3835780,-64.0260830
PC,0.3052608,0.3090000,1620.0000000,2.0344800,1043.0000000,196.5620000,3338.0000000,0.3700000,111.8706960,11.4662810
PC,2.9371797,4.0090000,6422.0000000,15.9500000,1966.0000000,2484.6700000,6610.0000000,2.1700000,83.5540330,26.6795690
PC,11.2320736,2.5490000,5174.0000000,7.8454300,952.0000000,136.4260000,6234.0000000,1.0600000,90.9510090,19.2133280
PC,5.6906792,5.5480000,3155.0000000,15.1551000,1692.0000000,1362.1000000,6749.0000000,3.0300000,106.5224830,10.7322960
PC,12.3027503,3.5960000,1304.0000000,2.6098600,726.0000000,46.2908000,5181.1000000,0.7600000,111.9280440,9.9695500
PC,14.8547783,5.9310000,8228.0000000,11.4260000,1021.0000000,180.9790000,6397.0000000,1.3900000,104.1010960,19.3216220
PC,13.2272686,1.6760000,11013.0000000,12.0458000,507.0000000,11.0108000,5648.0000000,1.1300000,124.7133790,20.0524560
PC,6.5202038,4.7300000,9263.0000000,16.0234000,1389.0000000,618.6120000,6628.0000000,1.6800000,105.3640620,16.3691920
APC,5.4911822,0.5230000,4727.0000000,11.6180000,504.0000000,10.7412000,6250.0000000,1.3000000,97.0035350,12.6139570
PC,3.2232502,3.1850000,7301.0000000,11.4574000,1796.0000000,1730.8200000,7164.1000000,1.4400000,93.0368220,20.5771240
PC,21.3764237,4.7666334,786.0019744,2.6824173,563.4766198,23.8245444,5591.0000000,0.8114630,73.1382350,-64.9288680
PC,2.0478359,1.5590000,40591.0000000,12.2554000,810.0000000,71.7485000,3854.0000000,0.6300000,110.7410540,22.4893100
PC,3.7279887,3.3030000,13982.0000000,18.1003000,1508.0000000,859.1310000,6514.0000000,1.5800000,94.2453620,24.8030140
FP,5.1391542,0.6330000,6171.0000000,10.2495000,631.0000000,26.3552000,5974.6000000,1.0000000,92.0920380,33.7324620
APC,0.8204734,1.1710000,2903.0000000,8.7076200,1854.0000000,1962.4000000,5956.8000000,1.5500000,114.5864210,19.5319260
PC,4.0207557,2.0170000,1556.0000000,3.7482500,930.0000000,124.5690000,5019.9000000,0.9500000,168.3240590,-2.7877640
PC,5.1185703,6.2740000,2687.0000000,11.7972000,1881.0000000,2080.2600000,6547.8000000,2.5500000,92.9340090,25.0389450
PC,12.3900547,5.7870000,6904.0000000,9.8885200,1185.0000000,327.7080000,6824.2000000,1.3300000,93.0812270,13.9533130
PC,160.6760208,9.5344918,959.8285715,3.2160534,319.6480066,2.4672264,5389.7000000,1.0241200,75.7939980,-66.3583460
PC,5.9815745,2.5574444,41908.6246041,13.6663996,664.5727909,46.0989705,4403.0000000,0.6671270,271.1783060,70.4303480
PC,3.1381914,2.7306785,15708.9640285,12.7099203,1153.5717806,418.5038868,5210.0000000,1.0165401,291.1913880,64.6182520
CP,0.8602406,0.5124345,719.5357708,0.9718795,830.4405814,112.3971391,3450.0000000,0.3381900,68.1789870,-39.7908740
CP,3.6942604,1.1278521,832.8225921,1.0428407,510.9040793,16.1019503,3450.0000000,0.3381900,68.1789870,-39.7908740
CP,4.9652069,0.9361524,633.0580849,0.8566925,462.9521337,10.8558882,3450.0000000,0.3381900,68.1789870,-39.7908740
APC,1.3059494,1.0868040,8517.9333335,7.4893460,1225.2842303,532.6824370,5107.3000000,0.7321160,326.6470100,-31.0062410
PC,17.2367433,5.5296510,946.1500622,3.9264923,770.1435456,83.1395600,5911.1500000,1.1687000,30.2183140,12.5832890
KP,21.9903619,3.8732381,1122.3021089,4.6034655,699.1563530,56.4700581,5294.0000000,1.3341700,55.2559310,13.5191870
CP,8.8349261,6.2442811,6132.2553437,9.0595904,647.0263001,41.4198706,3303.0000000,1.1499799,63.9283390,29.1665420
PC,4.7645838,0.9332304,855.7217275,3.1594083,1050.7381592,288.0706551,5432.2500000,1.0462199,45.8606560,17.8082830
PC,5.9693397,3.4410380,105.5424205,1.3473608,1090.8292631,334.6170929,6007.0000000,1.1299300,103.6782730,24.2451410
PC,28.0693949,6.0393818,154.3008171,1.6221344,651.1102456,42.4755605,6007.0000000,1.1299300,103.6782730,24.2451410
PC,2.1659522,1.5926216,431.2815173,2.9108183,1676.7063776,1867.8804075,6194.5400000,1.3063500,61.1318620,16.2166470
KP,4.7335575,3.2089234,930.2503519,5.3852666,1377.3240616,850.4828102,5496.0000000,1.7589600,123.3818480,16.4195160
PC,2.3475051,2.8281222,1972.3718293,5.4152906,1522.8220038,1270.9181315,5924.0000000,1.2043200,289.3328530,38.3488990
FP,1.5142292,1.7190416,5271.4558635,11.6042711,2031.4230444,4024.5979419,6616.0000000,1.3919600,308.1605330,40.7784430
PC,4.5565614,2.7966471,5389.4106193,11.3720410,1407.0790858,926.3925066,6616.0000000,1.3919600,308.1605330,40.7784430
APC,8.6078603,3.6798697,555.0621766,2.6206141,839.7982707,117.5495324,5447.0000000,0.9681490,69.7042210,-36.6813260
KP,11.7144470,3.5131822,12763.9935022,11.5337400,690.7263119,53.7953827,5165.0000000,0.8856290,295.4967100,42.5379320
PC,4.1866989,6.5543918,2199.8936304,13.6762774,2011.4459246,3868.6055276,6309.0000000,2.8536100,168.4168290,51.1774520
PC,5.4809114,4.9080000,2237.0000000,8.4427200,1451.0000000,736.0850000,5907.0000000,1.7200000,204.4396160,48.2463840
PC,31.6527509,3.7200000,940.0000000,3.1745000,570.0000000,17.5796000,5626.0000000,1.0000000,352.2917730,66.0992750
PC,7.7517707,3.9750000,4381.0000000,7.2433800,1050.0000000,201.7980000,5741.0000000,1.2700000,133.9929700,-14.3589670
APC,2.1449013,3.0430000,6115.0000000,,,,,,163.5748920,-36.2710690
PC,1.7346044,1.0840000,1007.0000000,4.4625100,1427.0000000,627.1530000,6850.0000000,1.4900000,144.0742770,-40.6269720
KP,5.0957983,1.7720000,714.0000000,1.9231800,643.0000000,28.5068000,4197.0000000,0.7000000,71.1100020,16.5185820
PC,9.1258136,3.1730120,169.7218223,0.9704787,649.6958588,42.1076880,4747.1300000,0.7507090,299.6382480,-54.9374230
KP,8.7547080,3.4644403,1527.6748939,3.5438108,840.2916858,117.8260362,5888.0000000,0.8893470,52.8888520,22.4348190
PC,15.0867738,2.1250291,1911.9221796,2.0905859,350.5935542,3.5705631,3570.0000000,0.4718420,87.7390870,-76.6196100
PC,,2.8554700,409.3413481,2.4161550,623.1430608,35.6346136,6186.0000000,1.1735700,38.2066340,5.2098010
PC,425.4506963,2.9472616,4753.2829943,2.0762333,176.9097782,0.2314879,3261.0000000,0.2968060,121.0599670,11.2669370
CP,59.8473992,4.3696664,11392.7507656,11.7556773,211.0447631,0.4688342,5765.3000000,1.0921500,54.2743230,19.4995950
PC,31.1571613,5.9839922,336.5990841,2.6946338,716.6415747,62.3345745,6317.0800000,1.3783000,38.7422130,9.8458050
KP,,5.1289452,3407.8486864,3.5506895,104.2581018,0.0279229,3683.0000000,0.5152630,94.2064310,24.5958340
PC,748.7146251,6.6689152,1655.3509066,3.4308988,170.3749226,0.1991332,5235.0000000,0.8448520,108.9938310,18.6916580
PC,1.2117417,1.0460000,33487.0000000,12.6463000,786.0000000,63.3975000,3521.0000000,0.6600000,75.8769950,35.1839430
PC,4.6017382,2.6150000,17212.0000000,17.8729000,1150.0000000,290.3480000,6233.0000000,1.3700000,72.6300090,43.0654980
PC,13.4140310,4.5780000,6670.0000000,8.7660000,838.0000000,81.9067000,5614.0000000,1.1600000,90.2447470,62.6939850
FP,1.4956727,1.9650000,3708.0000000,6.1051600,1411.0000000,658.9680000,4812.0000000,1.0600000,76.2419520,43.2589630
PC,14.8011934,3.4200000,345.0000000,2.4479600,761.0000000,55.7499000,6138.6000000,1.4200000,83.3822400,-62.1090220
PC,33.6336133,5.3520000,384.0000000,2.3051700,636.0000000,27.3212000,6138.6000000,1.4200000,83.3822400,-62.1090220
PC,672.6366236,7.4883769,423.1260918,2.9749826,256.7076521,1.0263046,6138.6000000,1.4186400,83.3822400,-62.1090220
PC,1.5829358,1.6400000,11242.0000000,8.4595500,1544.0000000,945.5630000,6047.9000000,0.8100000,89.8363310,35.2781550
APC,0.9902419,1.4050000,16490.0000000,15.3849000,1648.0000000,1227.0700000,5643.0000000,1.2500000,91.9950280,46.1178840
PC,15.1389808,2.7100000,1596.0000000,4.0312700,798.0000000,67.4078000,4448.2000000,0.7000000,70.7153280,51.5271770
APC,0.3695622,0.4460000,2001.0000000,4.9835000,1780.0000000,1668.7800000,5661.0000000,0.9400000,78.4660620,68.4677930
FP,1.8819016,1.1620000,5107.0000000,7.0908600,938.0000000,128.7960000,4704.0000000,0.9500000,97.4251710,65.7317610
PC,9.9444971,3.1710000,3078.0000000,11.3375000,971.0000000,147.9040000,6576.0000000,2.1000000,284.1434200,33.5029220
FP,0.9602835,1.4970000,3132.0000000,6.0323000,1890.0000000,2118.5700000,5708.0000000,1.0800000,285.8262910,34.8824310
PC,16.1793670,3.9030000,10730.0000000,10.3462000,680.0000000,35.5088000,5576.0000000,1.0700000,282.2691540,25.6932240
PC,27.0358940,3.4770000,3817.0000000,6.0141900,574.0000000,18.0249000,4225.0000000,0.6600000,287.7027770,78.7321910
PC,11.3689753,5.4920000,5979.0000000,9.8984700,1056.0000000,206.5130000,6076.0000000,1.3100000,111.1712330,58.5493230
CP,16.0511060,1.3968229,2768.5212418,2.5869212,327.7656616,2.7275631,3482.0000000,0.4194570,97.0957170,-65.5786150
CP,37.4236838,3.3650101,737.5519387,1.3296571,247.1816698,0.8822386,3482.0000000,0.4194570,97.0957170,-65.5786150
CP,9.9772730,2.2583631,459.8525479,0.9617288,384.0559420,5.1416079,3482.0000000,0.4194570,97.0957170,-65.5786150
CP,27.8096898,2.9558823,406.8232517,0.9491858,272.8976058,1.3107501,3482.0000000,0.4194570,97.0957170,-65.5786150
PC,2.7897577,3.3750000,3360.0000000,15.2527000,1614.0000000,1126.9200000,5794.0000000,2.9200000,206.0867810,85.1128260
PC,16.3475547,1.8730000,46329.0000000,13.2139000,301.0000000,1.3751600,3662.0000000,0.6500000,275.4405500,28.4679180
PC,4.9792822,4.3310000,4376.0000000,12.0483000,1582.0000000,1039.8700000,6677.0000000,2.0700000,280.4618220,26.9370220
PC,0.7331156,0.5590000,45524.0000000,13.8557000,733.0000000,48.0269000,3326.0000000,0.4600000,136.6310850,70.8868290
PC,9.8162989,5.3700000,2369.0000000,9.9081700,1108.0000000,250.5870000,5755.9000000,2.1800000,282.6433600,40.6012360
APC,8.1420107,1.8900000,5380.0000000,8.9621700,756.0000000,54.4532000,6089.0000000,1.2700000,164.9882660,64.6437180
PC,51.9120896,4.9750000,15569.0000000,9.6932400,422.0000000,5.2868400,5437.0000000,0.8600000,310.0405940,62.2804070
FP,1.5342604,3.2710000,1768.0000000,6.0999200,3124.0000000,15822.4000000,8194.0000000,1.7000000,315.2136430,48.8032680
PC,0.8406912,1.4890000,2554.0000000,4.7791900,1783.0000000,1679.3500000,5170.0000000,0.9500000,216.9882530,79.4503960
PC,2.3206673,0.9690000,2935.0000000,4.0470000,710.0000000,42.4124000,4231.0000000,0.6700000,299.5131330,55.6510290
FP,13.6973840,4.7838480,1061.9465800,4.2119450,800.1911623,96.8938034,5837.0000000,1.1008900,64.5216500,-53.8012700
PC,4.1976032,1.9710000,10045.0000000,11.3523000,973.0000000,149.2370000,5617.0000000,1.1800000,304.3607600,58.4273820
PC,19.3940380,4.0820000,10061.0000000,10.5887000,625.0000000,25.3617000,5493.0000000,1.0800000,319.5769600,41.3989440
PC,4.0197822,3.1800000,5109.0000000,9.4733200,1408.0000000,653.2220000,6208.0000000,1.4200000,309.1166340,50.5971220
PC,4.2451891,2.6630000,5546.0000000,7.6698100,1074.0000000,221.0680000,5358.0000000,1.0500000,311.7699680,37.2648800
APC,0.7406805,0.5980000,2428.0000000,6.5355300,1506.0000000,854.8610000,6204.8000000,1.0800000,288.0165640,44.4964380
PC,7.0687489,0.5150000,50423.0000000,14.0241000,208.0000000,0.3130280,3368.0000000,0.4700000,178.1762780,48.3522110
PC,1.5988030,2.4380000,14208.0000000,15.4905000,2880.0000000,11433.8000000,9488.0000000,1.3200000,307.8981680,39.7967550
PC,5.0826878,5.1100000,7327.0000000,19.0027000,1712.0000000,1426.4300000,6743.0000000,2.4200000,299.0743890,44.4322980
PC,20.3158735,5.2760000,39235.0000000,17.8657000,688.0000000,37.1984000,5725.0000000,0.9100000,221.0738710,77.9460440
CP,48.2590904,6.2990000,6743.0000000,7.8793300,534.0000000,13.5351000,5936.0000000,0.8500000,273.7889010,50.8627390
PC,3.5681410,1.4556337,906.9993541,2.0483578,676.0386184,49.3636227,4015.0000000,0.5777350,56.1749490,-65.1983390
PC,3.1642475,1.1150000,2330.0000000,10.4341000,1156.0000000,296.4940000,6975.0000000,2.0200000,300.3662360,54.9271260
PC,49.5355004,8.4830000,5687.0000000,10.5617000,638.0000000,27.5628000,6173.0000000,1.3300000,304.2098480,56.5903410
PC,2.8583729,1.2360000,11829.0000000,16.0985000,1118.0000000,259.6100000,5537.0000000,1.1900000,320.9141250,37.7595220
PC,2.3404152,2.5220000,11265.0000000,13.0087000,1745.0000000,1539.6500000,6686.0000000,1.3300000,312.7810680,34.4406420
PC,1.9639208,1.4670000,30553.0000000,12.0421000,818.0000000,74.4726000,3914.3000000,0.7100000,168.7038120,53.5117080
PC,66.9954225,2.0240000,5477.0000000,11.7213000,308.0000000,1.5116600,6078.0000000,1.5100000,266.1222210,62.5551160
PC,65.5580424,4.1670000,6381.0000000,5.5326400,275.0000000,0.9538800,4340.0000000,0.7400000,266.8369550,65.6322570
PC,4.2885021,1.4270000,4402.0000000,11.6100000,875.0000000,97.7022000,5937.5000000,1.7500000,284.7385480,47.1695080
PC,2.4596079,2.1680000,2195.0000000,4.0939500,1281.0000000,448.3140000,5340.0000000,0.9200000,287.1606370,57.3775720
PC,1.9271521,1.2010000,58745.0000000,13.3640000,647.0000000,29.2163000,3516.0000000,0.5500000,183.5190020,48.3591330
PC,8.6729683,2.9598885,724.6732153,2.2827100,833.8694004,114.2649808,5384.0000000,0.9100000,57.9998230,-59.8824420
PC,22.5682711,4.9745502,869.8466160,2.4795010,606.2538727,31.9256027,5384.0000000,0.8523040,57.9998230,-59.8824420
PC,2.5604496,1.3390000,423.0000000,1.6013400,935.0000000,127.1950000,4679.0000000,0.7700000,334.1635010,52.9244930
PC,1.7911016,1.3192751,12254.9439752,7.0726104,834.8433940,114.7997816,3718.0000000,0.6366470,186.0127620,42.6841240
PC,17.7456043,2.6750000,1203.0000000,2.4476700,474.0000000,8.4438900,4526.0000000,0.7200000,205.8466320,39.2487890
PC,0.7312783,1.2890000,322.0000000,1.7324000,1936.0000000,2334.8000000,5508.0000000,0.9700000,133.6417420,-45.4838290
APC,0.9082202,1.4610000,605.0000000,5.3160200,,10962.9000000,8482.0000000,2.1800000,6.5784810,62.9310960
PC,4.1814200,4.4300000,7013.0000000,14.7940000,1638.0000000,1099.8200000,6293.8000000,1.7600000,356.7810980,69.0485000
PC,3.0513298,1.4911246,23465.9068147,11.1893597,747.3985328,73.7445561,3937.0000000,0.6535720,237.8065820,29.4479200
APC,4.1279985,1.6980000,3450.0000000,15.1533000,1420.0000000,675.4030000,5865.0000000,1.2300000,128.3281530,5.1063010
PC,8.6000492,3.0590000,639.0000000,3.1251100,1114.0000000,256.4150000,6920.0000000,1.4200000,246.0577410,-32.1437890
PC,3.3206355,4.7320000,667.0000000,3.0183700,1784.0000000,1683.4800000,5768.0000000,1.3300000,192.3390040,-70.9165540
CP,3.8143009,1.3793952,457.7909152,1.1147163,577.9658451,26.3711883,3625.0000000,0.5040680,91.0899860,-55.3115380
PC,21.0562422,4.4190398,2640.3371988,5.1947988,605.7907661,31.8281648,5376.0000000,0.9504650,283.4432130,-34.7841030
CP,9.6994666,15.7960068,512.9617961,9.5295926,882.3689413,143.2589795,4696.0000000,4.2105899,357.8021720,-50.8698620
FP,2.8176270,1.4550000,868.0000000,3.2271100,1185.0000000,327.8730000,6320.6000000,1.1700000,249.9101500,20.7430610
PC,17.3840061,3.9320000,561.0000000,1.6942500,649.0000000,29.5344000,5228.2000000,0.8200000,251.8061600,37.8859570
PC,15.9669794,3.5140000,2229.0000000,6.7255500,709.0000000,42.1361000,5888.0000000,1.5500000,250.4147390,15.2005300
PC,2.2775983,1.3000000,1131.0000000,4.1635100,1280.0000000,445.9570000,6320.0000000,1.3000000,256.0540620,31.5653690
PC,3.1084574,2.5340000,9902.0000000,13.2168000,1342.0000000,539.3740000,6024.0000000,1.3000000,40.5870280,-59.4663900
PC,5.2729668,3.7380000,1177.0000000,2.5691400,1140.0000000,280.9220000,5294.0000000,0.8100000,81.3977160,-25.5173090
PC,4.0863647,2.2130000,4671.0000000,13.1374000,1418.0000000,671.9380000,5969.0000000,1.8000000,353.4302630,-62.6433790
PC,40.3833862,2.3450000,6555.0000000,2.0339100,203.0000000,0.2835170,3236.0000000,0.2500000,39.8242910,7.4708350
PC,47.0196372,5.8659335,1251.7456152,3.1012834,437.2987599,8.6423925,5249.1800000,0.8778770,106.4771480,-72.5587650
PC,1.4182984,0.6540000,2124.0000000,9.6011600,1608.0000000,1110.5600000,9267.0000000,1.7500000,278.5192370,17.1991390
FP,4.9131459,1.2500000,4488.0000000,7.8406400,825.0000000,76.9918000,5999.0000000,1.1200000,272.7975020,5.9820540
PC,2.8862017,0.4870000,412.0000000,1.7191100,551.0000000,15.4038000,4269.0000000,0.6400000,268.9585300,33.4196230
PC,2.8637988,2.7460000,266.0000000,7.7585700,2502.0000000,6505.8600000,9416.0000000,4.6200000,281.7084800,12.5545090
