# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  5 00:48:44 2025
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,ra,dec
FALSE POSITIVE,11.413214400,2.37100,7.6400e+01,1.03,925.0,172.97,6188.00,1.1550,296.273930,44.010441
CANDIDATE,445.216850000,16.37000,2.1160e+02,1.37,237.0,0.74,5670.00,0.9500,292.326450,38.657581
FALSE POSITIVE,172.178768000,1.19000,5.0100e+02,2.29,349.0,3.51,6208.00,1.0090,292.600250,37.832069
CANDIDATE,35.502865000,8.14900,1.1590e+02,2.18,724.0,64.83,5528.00,1.8390,292.714450,44.082329
FALSE POSITIVE,13.787520532,2.55435,1.2978e+04,25.33,921.0,170.01,6399.00,1.2890,293.092860,45.691841
FALSE POSITIVE,8.290459700,2.60020,1.7301e+05,23.96,594.0,29.41,4601.00,0.5660,294.668520,45.966431
CANDIDATE,66.789347000,4.08000,3.5850e+02,2.07,490.0,13.61,6297.00,1.0310,297.951600,46.264721
CANDIDATE,6.150251376,1.68923,2.1287e+03,100.03,2251.0,6066.49,8914.00,2.8670,297.181760,45.988441
FALSE POSITIVE,8.214204254,4.59050,7.4177e+04,42.29,798.0,96.12,5654.00,0.7740,294.178960,46.188431
FALSE POSITIVE,15.713773750,7.46400,9.4820e+03,10.85,728.0,66.24,5812.00,0.9600,299.608980,46.115662
FALSE POSITIVE,5.918619554,3.94804,9.4124e+04,29.98,1009.0,245.42,5957.00,0.9710,291.858460,46.386452
FALSE POSITIVE,3.319523463,3.34650,3.8832e+04,38.37,1108.0,356.42,5761.00,0.7910,297.359620,46.343552
FALSE POSITIVE,5.874197307,4.26585,2.0570e+05,59.20,1112.0,361.15,6103.00,1.0830,290.996430,43.458752
FALSE POSITIVE,19.795973100,5.34200,3.3400e+02,3.47,1014.0,249.43,6731.00,1.8760,299.443450,43.449886
CANDIDATE,29.512615300,6.31400,1.8820e+02,1.84,678.0,49.95,5746.00,1.3510,295.970790,43.529690
FALSE POSITIVE,209.000550190,2.52000,,,,,,,295.970790,43.529690
FALSE POSITIVE,5.614892073,3.72940,2.3730e+03,1192.79,4097.0,66631.18,4289.00,35.6950,296.985630,43.581352
CONFIRMED,12.206430400,2.40700,1.3372e+03,5.41,895.0,151.44,5254.00,1.5140,297.212160,43.643719
CONFIRMED,6.651318900,2.13500,1.0584e+03,4.81,1095.0,340.06,5254.00,1.5140,297.212160,43.643719
FALSE POSITIVE,3.905532605,6.80910,7.3081e+04,21.37,1017.0,253.21,5495.00,0.7980,283.066280,43.743591
CONFIRMED,210.631486000,8.41900,1.6578e+03,3.23,234.0,0.71,4895.00,0.7590,287.302830,39.289688
CANDIDATE,455.274050000,2.40000,3.6600e+02,1.54,196.0,0.35,5178.00,0.8180,293.131100,45.663551
CANDIDATE,117.761000000,3.45400,5.3900e+01,0.62,337.0,3.06,5564.00,0.8500,297.486910,49.623451
CANDIDATE,46.331703000,4.51400,2.9990e+02,1.39,441.0,8.98,5477.00,0.8150,291.657780,48.009312
CONFIRMED,0.766691517,1.26380,2.4400e+02,1.22,1541.0,1334.22,4821.00,0.7880,294.664700,39.783829
FALSE POSITIVE,5.243852800,10.53900,1.3580e+02,1.11,1016.0,251.99,5815.00,0.9180,291.877990,41.769581
FALSE POSITIVE,93.627325100,1.92000,,,,,,,295.624690,42.545898
CANDIDATE,7.193119300,2.93500,1.2560e+02,1.12,916.0,166.30,5518.00,1.0080,294.009460,42.880772
FALSE POSITIVE,6.474202359,3.35989,2.0349e+05,28.96,717.0,62.47,4947.00,0.6240,293.540280,46.437279
FALSE POSITIVE,8.480304800,7.53480,2.6729e+03,4.13,777.0,86.01,5478.00,0.8120,298.794370,46.680771
FALSE POSITIVE,8.947426242,4.89701,8.5995e+04,45.87,1141.0,401.11,6297.00,1.5060,297.447940,46.884319
FALSE POSITIVE,9.934437950,8.09800,2.7500e+03,35.54,830.0,112.23,5763.00,0.9980,297.259430,46.987629
FALSE POSITIVE,2.173552528,1.61070,3.0260e+03,23.51,1025.0,260.75,5008.00,0.5940,291.144010,47.185459
CANDIDATE,47.743950900,2.99000,9.6900e+01,1.74,575.0,25.84,5949.00,1.2920,295.404330,42.981422
CANDIDATE,4.578343670,3.98700,1.4070e+02,1.44,1206.0,499.41,5782.00,1.2200,291.499420,37.059280
FALSE POSITIVE,10.157715971,2.95260,9.5201e+03,42.27,853.0,125.42,5993.00,0.9860,297.158940,47.319191
CANDIDATE,12.654896000,4.32500,1.0060e+02,1.02,801.0,97.41,5833.00,1.0220,295.806580,50.909801
CANDIDATE,131.258668000,4.89000,1.5300e+02,1.59,433.0,8.31,6443.00,1.2480,296.586980,43.766918
CANDIDATE,92.552007000,2.13500,2.8260e+02,2.10,440.0,8.87,5808.00,1.2200,297.067200,44.067600
CANDIDATE,75.072964000,9.21000,7.4300e+01,1.09,522.0,17.51,6443.00,1.2480,296.586980,43.766918
FALSE POSITIVE,404.701927000,3.98100,2.3620e+02,1.94,298.0,1.85,6443.00,1.2480,296.586980,43.766918
FALSE POSITIVE,0.779609509,4.01300,8.8500e+01,1.07,2097.0,4557.44,5899.00,1.0700,296.711400,43.858150
FALSE POSITIVE,15.805296280,1.56000,,,,,,,300.292690,43.811508
FALSE POSITIVE,2.103239235,7.08365,3.1493e+05,64.15,1470.0,1100.91,6074.00,0.9650,290.910580,43.929470
CANDIDATE,31.813489200,1.42200,2.3420e+02,1.18,496.0,14.31,5505.00,0.7760,291.066990,44.071201
CANDIDATE,115.230655000,17.73500,1.6440e+02,4.02,632.0,37.80,6585.00,2.5170,292.093320,37.613480
CONFIRMED,184.262741000,11.94000,2.9220e+02,2.57,380.0,4.93,6115.00,1.2910,290.082760,50.863480
CANDIDATE,106.259760000,6.10100,3.5400e+02,1.50,303.0,1.99,4827.00,0.8230,291.184970,40.311211
CANDIDATE,505.462916000,10.12700,1.7240e+03,3.46,181.0,0.25,4817.00,0.8330,289.538820,41.892818
CANDIDATE,274.743032000,9.13700,3.0900e+02,2.16,330.0,2.82,6277.00,1.2070,296.293550,43.403271
CANDIDATE,360.477635000,4.33200,6.0400e+02,11943.80,339.0,3.11,6266.00,1.5220,296.960270,46.034302
CANDIDATE,18.081142900,4.44000,7.1200e+01,0.75,638.0,39.18,5693.00,0.8560,290.201630,48.185822
CONFIRMED,20.956998500,3.49300,1.9179e+03,2.38,363.0,4.11,3891.00,0.5640,283.336060,47.174541
FALSE POSITIVE,15.249335907,3.82224,3.4565e+04,45.92,875.0,138.77,6385.00,1.1890,289.222750,47.913891
FALSE POSITIVE,4.816610903,3.82353,8.0226e+04,26.15,1050.0,287.30,5796.00,0.9040,281.936400,48.010059
FALSE POSITIVE,2.305903447,3.38280,2.3269e+04,39.04,3147.0,23214.46,9696.00,2.4920,290.439940,48.045101
FALSE POSITIVE,1.814128042,3.06460,2.0636e+03,426.98,3773.0,47891.79,4822.00,12.8990,293.557370,48.041740
FALSE POSITIVE,1.247121237,9.36300,9.6670e+02,18.39,1237.0,552.82,4852.00,0.6510,301.039640,44.036179
FALSE POSITIVE,4.128795314,2.77100,1.5487e+05,52.00,1244.0,565.91,5949.00,1.0830,297.915920,48.332050
FALSE POSITIVE,3.269176601,2.72330,5.9095e+04,164.61,1349.0,781.57,6372.00,1.0150,287.356080,48.543091
CANDIDATE,5.902596818,5.57110,5.4894e+04,25.80,1123.0,376.53,6184.00,1.0940,292.756100,49.264561
FALSE POSITIVE,15.995094054,8.45037,4.4315e+04,17.09,676.0,49.26,5899.00,0.8050,294.780790,49.273621
CANDIDATE,214.013044000,7.87000,1.2320e+02,1.54,397.0,5.89,6698.00,1.3700,291.742310,44.074871
FALSE POSITIVE,0.709142320,1.93600,2.5600e+03,7.27,1685.0,1903.76,5350.00,0.6930,296.784300,44.069012
FALSE POSITIVE,9.868695890,2.87600,5.9150e+03,21.68,1332.0,743.72,7301.00,1.7170,301.038760,44.071098
FALSE POSITIVE,66.344551220,3.64000,,,,,,,293.195070,39.907280
CANDIDATE,143.096880000,17.74000,1.2500e+02,1.48,441.0,8.94,6725.00,1.3100,287.985600,44.147202
CANDIDATE,73.456757300,2.74000,,,,,,,287.985600,44.147202
FALSE POSITIVE,0.978362973,1.20600,3.7100e+01,1.04,2772.0,13948.03,7193.00,1.6710,301.134280,44.100128
CANDIDATE,13.032730100,3.90200,2.4230e+02,1.64,809.0,101.40,6122.00,0.9960,287.531770,44.308010
CONFIRMED,37.633386800,4.49000,1.6617e+03,2.25,299.0,1.88,3891.00,0.5640,283.336060,47.174541
CANDIDATE,31.953367900,8.42400,1.0610e+02,1.65,725.0,65.15,6313.00,1.4670,297.393710,39.829041
CANDIDATE,458.167540000,6.97000,6.8300e+02,2.11,208.0,0.45,5536.00,0.8160,294.962460,46.676289
CANDIDATE,67.876660500,2.59800,3.8920e+02,1.92,455.0,10.11,6018.00,0.9750,291.164370,45.318291
FALSE POSITIVE,15.036777600,3.04200,5.0350e+02,8.02,381.0,4.96,3729.00,0.5140,292.737640,42.014832
CANDIDATE,25.090157400,8.27300,3.7700e+01,1.35,852.0,124.33,6033.00,1.7880,298.673770,43.795479
CONFIRMED,12.253843480,2.37300,1.4770e+02,1.00,678.0,50.05,5413.00,0.8200,285.313810,48.725250
CANDIDATE,326.670800000,10.84000,3.8640e+02,2.20,283.0,1.52,5896.00,1.0720,297.478390,46.815750
CANDIDATE,143.211093620,2.71000,,,,,,,297.009430,50.372318
CANDIDATE,362.978280000,14.08300,2.6060e+02,1.96,296.0,1.81,6086.00,1.2160,296.998630,42.781960
CANDIDATE,240.192808000,9.72000,6.0580e+02,2.68,298.0,1.86,6004.00,0.9770,294.989140,46.838329
FALSE POSITIVE,22.161271780,3.69900,5.2590e+03,69.44,877.0,139.67,5893.00,1.7450,297.070680,49.442451
CANDIDATE,86.723653000,4.85200,2.4100e+02,1.43,391.0,5.50,5830.00,0.8760,290.728670,37.252651
FALSE POSITIVE,2.745121487,2.98450,1.4608e+04,9.55,893.0,150.25,4608.00,0.6580,288.229130,49.904129
FALSE POSITIVE,282.965653800,21.42590,4.6786e+05,71.61,280.0,1.45,5999.00,0.9590,294.819210,49.963631
FALSE POSITIVE,37.320309540,6.96160,4.3250e+03,36.96,538.0,19.77,5910.00,0.9400,290.871250,50.052601
CANDIDATE,36.566324000,4.83200,2.9430e+03,15.41,828.0,110.92,5294.00,2.8840,300.638090,44.156269
FALSE POSITIVE,5.889372452,4.94674,5.6841e+04,50.78,1695.0,1951.40,7249.00,2.0710,297.513430,50.074810
FALSE POSITIVE,2.581595167,4.91530,1.7113e+05,40.94,1328.0,735.27,5720.00,0.9890,290.026820,50.455391
CANDIDATE,20.573611300,11.22200,7.6000e+01,3.86,1197.0,484.82,5440.00,4.5240,292.551940,37.421211
FALSE POSITIVE,0.566801886,5.73300,5.9000e+00,0.54,3862.0,52564.19,7589.00,2.1690,291.269900,42.692009
FALSE POSITIVE,180.718090000,10.85000,3.1200e+01,1.28,546.0,20.98,7608.00,1.9910,280.747500,43.601841
FALSE POSITIVE,6.558370600,3.28600,1.3600e+02,39.06,1283.0,639.83,6144.00,1.6060,290.033140,38.426861
FALSE POSITIVE,434.391480000,13.02000,1.2030e+02,1.59,236.0,0.73,5971.00,0.8680,289.734680,46.645340
FALSE POSITIVE,71.157705400,4.85000,,,,,,,285.547120,39.063290
FALSE POSITIVE,73.264170000,5.54000,3.8400e+01,1.32,584.0,27.47,5424.00,2.1100,295.682800,39.618729
CONFIRMED,11.322010400,5.86000,1.7100e+01,0.91,1215.0,515.77,6003.00,2.1930,288.395290,39.872627
FALSE POSITIVE,681.936310200,7.94066,1.8653e+05,61.52,220.0,0.56,6095.00,1.0350,290.127080,40.159470
FALSE POSITIVE,0.705891195,5.28100,1.5000e+01,1.00,4884.0,134291.26,10346.00,2.4490,294.207820,39.789291
FALSE POSITIVE,377.889090000,9.25900,9.2800e+01,3.17,606.0,31.87,9030.00,3.2180,290.816040,47.682892
FALSE POSITIVE,199.216380000,9.23000,6.2500e+01,2.36,706.0,58.73,8914.00,2.8670,285.136570,48.257301
FALSE POSITIVE,121.707470000,1.37000,9.8200e+01,3.02,580.0,26.67,6362.00,2.2700,281.122890,47.164890
FALSE POSITIVE,273.528359000,22.34600,4.0850e+02,115.40,557.0,22.75,7682.00,2.7830,294.418330,46.038712
FALSE POSITIVE,3.882589050,2.74100,5.7800e+01,0.78,1158.0,426.41,5780.00,1.0000,299.873570,40.607719
FALSE POSITIVE,135.571860000,9.94000,4.1200e+01,0.83,439.0,8.77,6070.00,1.2770,292.080470,37.674610
CANDIDATE,0.954388314,6.26000,5.7200e+01,2.27,3406.0,31694.26,7056.00,2.7850,288.238620,46.118061
FALSE POSITIVE,173.069290000,12.84000,5.7670e+02,30.29,518.0,17.08,7296.00,1.8180,295.831940,47.393810
FALSE POSITIVE,1.039046871,1.68900,2.4400e+01,0.48,1774.0,2348.45,5689.00,0.9760,291.650180,38.409370
FALSE POSITIVE,0.607538435,5.54900,3.4900e+01,1.34,3219.0,25377.69,7076.00,1.6910,291.497220,47.463509
FALSE POSITIVE,0.987625130,1.12700,2.8600e+01,1.14,3728.0,45704.50,9456.00,2.0220,299.436000,40.477852
FALSE POSITIVE,113.070757400,9.03000,,,,,,,286.619020,37.504044
FALSE POSITIVE,66.713573000,4.48700,6.3900e+01,0.98,555.0,22.47,6745.00,1.1820,291.432500,37.936180
FALSE POSITIVE,135.223193000,8.98900,5.6300e+01,0.92,417.0,7.18,6181.00,1.2270,284.011020,44.494320
FALSE POSITIVE,195.709385500,10.78000,,,,,,,286.089080,45.369011
FALSE POSITIVE,27.677521200,2.51300,2.9390e+02,23.04,558.0,22.91,5797.00,0.8280,294.509160,39.461109
FALSE POSITIVE,35.234041300,11.87400,4.6550e+02,2.21,602.0,31.14,6295.00,1.0140,292.550020,39.023811
FALSE POSITIVE,20.979433800,3.76200,2.3882e+03,24.76,520.0,17.28,5182.00,0.6660,281.606050,44.184761
FALSE POSITIVE,15.693785500,5.14900,3.6770e+02,1.99,755.0,76.79,5868.00,1.0370,297.972690,48.672981
CANDIDATE,5.774511170,3.75200,1.5630e+02,1.87,1232.0,544.74,5821.00,1.4920,294.015290,42.824371
FALSE POSITIVE,20.733763010,5.80430,1.0460e+05,54.58,663.0,45.60,5780.00,1.0000,294.498140,46.691032
FALSE POSITIVE,63.571688000,6.01000,5.9100e+02,2.14,399.0,6.02,5504.00,0.8190,283.425870,41.325531
FALSE POSITIVE,338.200750000,15.23000,6.7820e+02,2.08,223.0,0.59,5381.00,0.8110,294.999330,44.213531
CONFIRMED,124.922516000,11.94200,4.9870e+02,3.37,407.0,6.45,5970.00,1.2000,284.433500,49.305161
FALSE POSITIVE,1.303570451,2.28163,3.3234e+05,235.58,2720.0,12920.56,4884.00,3.5840,292.002380,38.435200
FALSE POSITIVE,3.722772640,15.86900,1.1146e+03,22.78,945.0,188.82,5333.00,0.6880,291.986180,41.557030
FALSE POSITIVE,3.886730304,16.17230,3.7242e+05,61.58,1158.0,424.65,5780.00,1.0000,294.340790,39.563118
FALSE POSITIVE,49.574015400,63.19600,8.7729e+03,5.01,280.0,1.46,4040.00,0.5270,293.534090,44.477085
FALSE POSITIVE,10.423608210,5.40400,8.7830e+02,1.67,515.0,16.64,4260.00,0.5800,297.335630,41.890480
CANDIDATE,10.138469100,4.02600,9.2800e+01,0.74,723.0,64.55,5483.00,0.7790,285.122040,44.110600
CONFIRMED,85.517344000,9.33100,2.7020e+02,3.04,482.0,12.75,5592.00,1.4510,289.199580,49.305721
FALSE POSITIVE,161.252903100,24.37110,9.4008e+04,59.07,652.0,42.81,9341.00,1.8700,298.936460,40.391750
FALSE POSITIVE,0.761119678,1.43000,1.1120e+03,27.81,2977.0,18660.94,6911.00,1.5010,289.742490,39.267059
FALSE POSITIVE,94.212787000,14.48000,5.5654e+04,35.89,597.0,30.09,6911.00,1.5010,289.742490,39.267059
CANDIDATE,8.604085800,3.01000,8.7600e+01,0.94,947.0,189.96,6250.00,0.9860,292.170290,40.907162
FALSE POSITIVE,1.330333096,5.04500,6.1867e+04,24.30,1634.0,1691.25,5984.00,0.9060,294.960270,40.986980
FALSE POSITIVE,1.140133012,9.25100,2.2320e+02,126.77,4370.0,86385.22,6715.00,5.9700,297.131160,40.921341
FALSE POSITIVE,7.946367138,2.58667,2.7809e+05,36.01,629.0,36.92,4789.00,0.5730,298.251830,40.903530
FALSE POSITIVE,16.832079803,7.79748,4.8375e+04,61.35,1243.0,565.17,6300.00,2.7550,299.161740,40.927010
FALSE POSITIVE,7.346159047,6.59740,1.2181e+05,44.48,835.0,114.57,5616.00,0.8100,299.271700,40.972389
FALSE POSITIVE,26.240243800,3.02400,1.7400e+02,1.16,583.0,27.36,5649.00,0.8750,299.555390,40.996132
FALSE POSITIVE,10.738427243,2.35440,1.6842e+03,6.96,1137.0,394.40,6180.00,1.6860,284.585510,41.009579
CANDIDATE,65.415183000,4.22400,4.1710e+02,1.31,295.0,1.79,4348.00,0.6460,291.312810,44.381920
CANDIDATE,72.281980000,2.47800,1.2650e+03,13.11,984.0,221.28,7694.00,3.6270,284.332610,42.127090
FALSE POSITIVE,23.832382513,7.06068,2.7900e+05,63.78,623.0,35.58,5722.00,1.0000,284.941070,42.113159
FALSE POSITIVE,1.428766771,3.97530,9.2200e+01,1.01,1737.0,2157.42,6197.00,1.0350,286.926910,42.108849
FALSE POSITIVE,14.556742700,1.42100,1.8510e+02,1.38,783.0,89.02,6153.00,0.9930,293.042480,42.112320
FALSE POSITIVE,1.106560721,2.64151,2.5368e+05,47.63,1782.0,2382.70,6205.00,0.8730,293.107420,42.122589
FALSE POSITIVE,0.721624431,2.54242,1.5775e+05,40.61,1604.0,1560.97,5067.00,0.7150,293.594670,42.143082
CANDIDATE,371.709657090,4.65000,,,,,,,293.663300,42.113079
FALSE POSITIVE,10.815890540,4.73495,4.5400e+04,32.48,1086.0,328.64,6269.00,1.5080,293.838260,42.122211
FALSE POSITIVE,4.174707200,11.13000,,,,1914.16,,,295.635310,43.115688
FALSE POSITIVE,0.622303871,1.84000,8.0900e+01,0.77,2032.0,4050.15,5672.00,0.8530,282.315120,43.266312
FALSE POSITIVE,23.392406300,3.41600,6.2300e+01,0.84,701.0,57.23,6221.00,1.0500,284.171720,43.200809
CANDIDATE,75.906736000,11.64000,2.6900e+01,0.63,507.0,15.65,6140.00,1.2060,286.142910,43.236351
CANDIDATE,2.158889110,1.79100,1.0240e+02,0.72,1130.0,384.49,5269.00,0.7130,286.330690,43.267929
FALSE POSITIVE,4.608901433,8.73393,3.7855e+05,48.72,1007.0,242.90,5938.00,0.7550,288.374110,43.294319
CANDIDATE,17.580602600,4.17000,1.3880e+02,1.87,816.0,104.96,5839.00,1.3580,290.120880,43.243610
FALSE POSITIVE,3.326193904,2.08375,1.7847e+05,14.72,521.0,17.41,3520.00,0.3490,291.150670,43.285301
FALSE POSITIVE,12.823275455,5.32062,1.2199e+05,44.29,743.0,72.00,5973.00,0.8260,296.117400,44.232841
FALSE POSITIVE,37.183276326,14.09960,2.2120e+05,55.00,594.0,29.41,5657.00,1.1680,296.873200,44.241341
FALSE POSITIVE,5.065329723,4.90392,1.5561e+05,60.35,1315.0,705.60,6350.00,1.2860,297.297820,44.281658
FALSE POSITIVE,0.957079167,3.85011,4.8674e+04,72.76,2441.0,8421.62,6367.00,1.4680,301.020900,44.232239
FALSE POSITIVE,9.380632783,4.29500,6.5833e+04,46.72,846.0,120.99,5926.00,0.9130,282.116390,44.373489
FALSE POSITIVE,10.064687893,3.59854,1.0088e+04,30.11,679.0,50.11,5185.00,0.7050,288.966400,44.356930
CANDIDATE,2.717723230,3.22000,7.0300e+01,0.72,1123.0,375.05,5135.00,0.8740,290.859710,44.350922
FALSE POSITIVE,7.735910110,5.01919,3.1513e+05,50.46,806.0,99.92,5623.00,0.7630,291.273770,44.371239
FALSE POSITIVE,3.359470825,2.14715,2.7078e+03,129.93,2421.0,8125.70,6587.00,3.5140,290.650090,45.782429
FALSE POSITIVE,20.729255112,7.53677,3.4197e+05,53.87,567.0,24.47,5256.00,0.8020,293.425420,45.760849
FALSE POSITIVE,3.044597390,7.63800,6.6100e+01,0.62,1076.0,317.36,5525.00,0.7530,294.155030,45.707230
FALSE POSITIVE,3.796448299,11.59170,5.2288e+05,232.39,2577.0,10412.56,8117.00,3.0700,295.826170,45.787640
FALSE POSITIVE,3.796543670,11.40710,7.0781e+04,159.34,2577.0,10412.56,8117.00,3.0700,295.826170,45.787640
FALSE POSITIVE,15.926990634,11.51420,3.9423e+05,93.94,566.0,24.16,5191.00,0.6500,295.947050,45.741562
CANDIDATE,23.983052300,8.77000,8.3200e+01,1.17,718.0,62.83,5696.00,1.2920,298.805570,45.759998
FALSE POSITIVE,1.219049953,1.47700,5.3500e+01,2.48,2948.0,17862.90,5742.00,3.3740,299.682710,45.711330
FALSE POSITIVE,0.645851770,1.97644,3.0850e+05,51.10,1234.0,543.24,4399.00,0.4630,284.997130,45.886688
CANDIDATE,134.413808000,13.90700,2.0610e+02,1.69,391.0,5.51,6013.00,1.1870,296.898280,47.081059
FALSE POSITIVE,1.701923710,3.02710,4.9833e+04,40.15,1704.0,1993.63,5826.00,1.2620,297.509860,47.054489
FALSE POSITIVE,1.206939630,6.88100,2.0000e+01,0.97,2847.0,15568.09,7331.00,2.0410,298.200290,47.062920
FALSE POSITIVE,3.008602107,4.34296,1.2027e+05,56.15,1343.0,768.47,6033.00,1.0260,298.716550,47.014519
FALSE POSITIVE,41.811450000,2.20800,3.0200e+02,1.40,483.0,12.88,5593.00,0.8120,299.583530,47.022888
FALSE POSITIVE,0.846291334,1.79962,1.9019e+05,30.80,1243.0,562.86,4627.00,0.5260,286.840360,47.173309
FALSE POSITIVE,1.930451347,3.87956,5.3075e+04,58.77,1623.0,1637.68,6154.00,1.1680,296.698580,47.137741
FALSE POSITIVE,2.427967843,4.78470,1.2698e+05,108.33,2275.0,6328.22,7652.00,1.9210,296.993410,47.146648
CANDIDATE,347.976110000,16.77000,3.4130e+02,1.62,253.0,0.97,5995.00,0.8780,290.303100,44.678089
FALSE POSITIVE,6.840305932,4.32742,1.2493e+05,62.08,945.0,188.58,5970.00,0.9080,295.700440,48.834229
FALSE POSITIVE,1.032967155,1.17000,1.2730e+02,21.22,5990.0,304226.71,5283.00,18.9590,296.074920,48.859100
FALSE POSITIVE,2.489550708,2.84685,2.9839e+04,36.91,1281.0,636.43,6018.00,0.7940,296.477360,48.853710
FALSE POSITIVE,2.980479588,3.72527,3.7534e+05,70.52,1370.0,833.83,6065.00,1.0470,282.607210,48.968250
FALSE POSITIVE,4.817121820,2.45699,3.5756e+04,43.45,922.0,170.42,5419.00,0.7950,285.470640,48.927292
FALSE POSITIVE,2.479948394,5.72190,1.5068e+05,35.62,1169.0,441.85,5391.00,0.8220,286.122680,48.923439
FALSE POSITIVE,1.587426950,2.66475,7.6162e+04,37.64,1893.0,3023.98,6440.00,1.2410,286.617680,48.996811
FALSE POSITIVE,19.668404822,21.17640,3.5281e+05,42.91,555.0,22.36,5260.00,0.7170,287.046570,48.993229
CANDIDATE,11.818728800,4.01700,2.4900e+02,2.09,919.0,168.38,5803.00,1.3280,295.968930,38.867168
CANDIDATE,5.789019360,3.10200,1.1030e+02,0.78,849.0,122.75,5289.00,0.7480,292.252840,38.608990
FALSE POSITIVE,0.968065631,1.77200,9.2500e+01,0.68,1487.0,1157.58,5367.00,0.6870,300.235870,44.769520
FALSE POSITIVE,0.824181335,2.48640,2.2470e+02,18.20,1912.0,3155.32,5977.00,0.8830,298.755280,40.665218
CANDIDATE,12.267083060,2.70000,,,,,,,288.344880,49.021938
FALSE POSITIVE,2.452618410,1.90000,8.5500e+01,0.69,1108.0,355.92,5216.00,0.7510,290.467560,40.056438
CANDIDATE,6.333423090,3.46000,1.2330e+02,7.62,625.0,36.11,4352.00,0.6130,284.268590,44.197540
CANDIDATE,5.522479000,2.66600,3.3100e+01,0.76,1288.0,650.66,6532.00,1.2470,288.529020,42.276260
FALSE POSITIVE,0.706423768,1.05970,4.6100e+01,1.16,2845.0,15425.08,6514.00,1.5850,290.550870,43.994362
CANDIDATE,9.458805400,3.66000,2.7000e+02,1.78,943.0,187.04,6247.00,1.0660,292.564210,38.931129
FALSE POSITIVE,25.953449400,6.00100,5.2890e+02,2.06,554.0,22.30,5591.00,0.8600,293.660060,38.964008
FALSE POSITIVE,3.495503350,3.79900,6.0900e+01,0.66,1081.0,322.80,5582.00,0.8500,293.661770,38.964748
FALSE POSITIVE,25.951937210,15.98970,3.9917e+05,123.34,904.0,157.59,6569.00,1.7290,293.695430,38.982792
CANDIDATE,71.008017000,5.39500,1.7020e+02,1.11,419.0,7.27,5847.00,0.8490,285.278230,39.088428
FALSE POSITIVE,31.024310431,7.63621,9.6480e+04,93.29,783.0,88.89,6011.00,1.7410,286.154210,39.065708
FALSE POSITIVE,0.634131057,2.85100,2.7100e+01,0.58,2488.0,9062.53,6428.00,1.1090,295.888430,39.027901
CANDIDATE,2.908051470,2.81200,1.0310e+02,0.97,1220.0,523.63,5889.00,0.8690,295.896510,39.076359
FALSE POSITIVE,1.992098705,4.03833,6.9414e+04,45.85,1435.0,1006.31,6024.00,0.9000,296.002110,39.000511
FALSE POSITIVE,1.787529210,5.31500,6.2900e+01,5.86,3868.0,52997.01,6286.00,7.3420,295.437710,40.120998
FALSE POSITIVE,1.775553330,14.41000,8.3500e+01,1.26,1786.0,2402.56,6594.00,1.1380,295.439360,40.147449
FALSE POSITIVE,5.462689263,3.26050,4.1846e+03,36.25,1024.0,260.14,5929.00,0.8880,295.451050,40.175652
FALSE POSITIVE,3.589666810,18.53400,4.2130e+02,95.86,2410.0,7969.78,6564.00,3.8370,295.639860,40.198250
FALSE POSITIVE,1.373478670,12.62000,2.8990e+02,4.25,2505.0,9313.26,6877.00,1.7530,296.833710,40.161240
FALSE POSITIVE,1.009602350,7.84700,3.1900e+01,1.94,2885.0,16358.66,6028.00,2.4120,296.852200,40.166519
FALSE POSITIVE,1.060996585,2.64940,4.1142e+04,64.99,1968.0,3542.31,5433.00,1.3480,297.875640,40.107460
FALSE POSITIVE,2.735152701,0.10460,2.8330e+02,3.27,1679.0,1875.08,6333.00,1.5230,297.877410,40.120781
FALSE POSITIVE,9.459993213,5.30120,2.3760e+05,51.89,766.0,81.31,5569.00,0.8290,288.697420,41.059231
FALSE POSITIVE,1.208524388,1.84780,4.7596e+03,26.71,1286.0,647.48,4963.00,0.7010,295.108430,41.074059
FALSE POSITIVE,3.791874430,3.55210,2.3074e+05,47.49,1004.0,240.31,5622.00,0.7230,295.156280,41.052559
FALSE POSITIVE,17.844323157,5.07999,2.2236e+05,90.67,874.0,138.25,5993.00,1.4850,296.349300,41.072968
FALSE POSITIVE,34.650636800,10.28700,5.0250e+02,12.35,1191.0,476.15,6681.00,4.1850,296.736760,41.000660
CANDIDATE,2.562712320,2.16300,2.9400e+01,0.48,1171.0,443.49,5190.00,0.8990,285.952180,41.144390
